id,human_score,cllm_score,c5_score,cllm_abs_error,c5_abs_error,c5_wins,matched_concepts,n_matched_concepts,chain_pct,solo,bloom
365,2.5,2.5,4.0,0.0,1.5,0,chain_rule|multi_layer_perceptron|error_reduction|local_gradient|weight_update|backpropagation,6,86%,Extended Abstract,Remember
366,5.0,4.5,3.5,0.5,1.5,0,chain_rule|partial_derivatives|error_reduction|local_gradient|weight_update|backpropagation,6,86%,Extended Abstract,Remember
367,2.5,3.0,3.0,0.5,0.5,tie,chain_rule|error_reduction|weight_update|local_gradient|backpropagation,5,71%,Relational,Remember
368,2.5,3.0,2.0,0.5,0.5,tie,local_gradient|weight_update|multi_layer_perceptron|chain_rule|backpropagation,5,71%,Relational,Remember
369,5.0,4.0,4.0,1.0,1.0,tie,chain_rule|multi_layer_perceptron|error_reduction|local_gradient|weight_update|backpropagation,6,86%,Extended Abstract,Remember
370,2.5,4.5,4.0,2.0,1.5,1,chain_rule|multi_layer_perceptron|error_reduction|local_gradient|weight_update|backpropagation,6,86%,Extended Abstract,Remember
371,5.0,3.0,3.5,2.0,1.5,1,error_reduction|local_gradient|weight_update|multi_layer_perceptron|backpropagation|chain_rule,6,86%,Extended Abstract,Remember
372,5.0,4.0,4.0,1.0,1.0,tie,chain_rule|multi_layer_perceptron|error_reduction|local_gradient|weight_update|backpropagation,6,86%,Extended Abstract,Remember
373,2.5,3.5,4.0,1.0,1.5,0,chain_rule|multi_layer_perceptron|error_reduction|local_gradient|weight_update|backpropagation,6,86%,Extended Abstract,Remember
374,5.0,4.0,4.0,1.0,1.0,tie,error_reduction|local_gradient|weight_update|multi_layer_perceptron|backpropagation,5,71%,Relational,Analyze
375,2.5,3.5,5.0,1.0,2.5,0,chain_rule|multi_layer_perceptron|partial_derivatives|error_reduction|local_gradient|weight_update|backpropagation,7,100%,Extended Abstract,Remember
376,2.5,3.0,3.0,0.5,0.5,tie,chain_rule|multi_layer_perceptron|partial_derivatives|local_gradient|weight_update|backpropagation,6,86%,Extended Abstract,Remember
377,2.5,2.0,3.5,0.5,1.0,0,chain_rule|multi_layer_perceptron|error_reduction|local_gradient|weight_update|backpropagation,6,86%,Extended Abstract,Understand
378,2.5,4.5,5.0,2.0,2.5,0,chain_rule|multi_layer_perceptron|partial_derivatives|error_reduction|local_gradient|weight_update|backpropagation,7,100%,Extended Abstract,Understand
379,5.0,4.5,5.0,0.5,0.0,1,chain_rule|multi_layer_perceptron|partial_derivatives|error_reduction|local_gradient|weight_update|backpropagation,7,100%,Extended Abstract,Analyze
380,5.0,5.0,5.0,0.0,0.0,tie,instability|convergence_speed|learning_rate|overdamped_convergence|underdamped_convergence|steepest_descent_learning,6,100%,Extended Abstract,Remember
381,2.5,5.0,4.0,2.5,1.5,1,instability|convergence_speed|learning_rate|overdamped_convergence|underdamped_convergence|steepest_descent_learning,6,100%,Extended Abstract,Remember
382,2.5,2.0,2.0,0.5,0.5,tie,instability|learning_rate|convergence_speed|overdamped_convergence|underdamped_convergence|steepest_descent_learning,6,100%,Extended Abstract,Remember
383,5.0,3.5,3.0,1.5,2.0,0,instability|convergence_speed|learning_rate|overdamped_convergence|underdamped_convergence|steepest_descent_learning,6,100%,Extended Abstract,Remember
384,5.0,4.0,5.0,1.0,0.0,1,instability|convergence_speed|learning_rate|overdamped_convergence|underdamped_convergence|steepest_descent_learning,6,100%,Extended Abstract,Understand
385,2.5,4.0,4.0,1.5,1.5,tie,instability|convergence_speed|learning_rate|overdamped_convergence|underdamped_convergence|steepest_descent_learning,6,100%,Extended Abstract,Remember
386,5.0,4.0,3.0,1.0,2.0,0,instability|convergence_speed|learning_rate|overdamped_convergence|underdamped_convergence|steepest_descent_learning,6,100%,Extended Abstract,Remember
387,5.0,3.0,4.5,2.0,0.5,1,instability|convergence_speed|learning_rate|overdamped_convergence|underdamped_convergence|steepest_descent_learning,6,100%,Extended Abstract,Understand
388,5.0,4.0,3.0,1.0,2.0,0,instability|convergence_speed|learning_rate|overdamped_convergence|underdamped_convergence|steepest_descent_learning,6,100%,Extended Abstract,Remember
389,5.0,3.0,2.5,2.0,2.5,0,instability|convergence_speed|learning_rate|overdamped_convergence|underdamped_convergence|steepest_descent_learning,6,100%,Extended Abstract,Remember
390,2.5,3.0,2.0,0.5,0.5,tie,instability|convergence_speed|learning_rate|overdamped_convergence|underdamped_convergence|steepest_descent_learning,6,100%,Extended Abstract,Remember
391,5.0,5.0,5.0,0.0,0.0,tie,instability|convergence_speed|learning_rate|overdamped_convergence|underdamped_convergence|steepest_descent_learning,6,100%,Extended Abstract,Understand
392,5.0,4.5,5.0,0.5,0.0,1,instability|convergence_speed|learning_rate|overdamped_convergence|underdamped_convergence|steepest_descent_learning,6,100%,Extended Abstract,Remember
393,5.0,1.0,1.0,4.0,4.0,tie,convergence_speed|steepest_descent_learning,2,33%,Multistructural,Remember
394,5.0,4.5,3.0,0.5,2.0,0,learning_rate|instability|convergence_speed|steepest_descent_learning,4,67%,Relational,Understand
395,5.0,4.0,5.0,1.0,0.0,1,instability|convergence_speed|learning_rate|overdamped_convergence|underdamped_convergence|steepest_descent_learning,6,100%,Extended Abstract,Remember
396,5.0,4.5,5.0,0.5,0.0,1,instability|convergence_speed|learning_rate|overdamped_convergence|underdamped_convergence|steepest_descent_learning,6,100%,Extended Abstract,Remember
397,5.0,4.5,3.0,0.5,2.0,0,instability|convergence_speed|learning_rate|overdamped_convergence|underdamped_convergence|steepest_descent_learning,6,100%,Extended Abstract,Remember
398,5.0,4.5,4.0,0.5,1.0,0,instability|convergence_speed|learning_rate|overdamped_convergence|underdamped_convergence|steepest_descent_learning,6,100%,Extended Abstract,Remember
399,5.0,4.0,4.5,1.0,0.5,1,instability|convergence_speed|learning_rate|overdamped_convergence|underdamped_convergence|steepest_descent_learning,6,100%,Extended Abstract,Remember
400,5.0,3.0,4.5,2.0,0.5,1,instability|convergence_speed|learning_rate|overdamped_convergence|underdamped_convergence|steepest_descent_learning,6,100%,Extended Abstract,Remember
401,5.0,4.0,4.5,1.0,0.5,1,instability|convergence_speed|learning_rate|overdamped_convergence|underdamped_convergence|steepest_descent_learning,6,100%,Extended Abstract,Remember
402,5.0,4.0,4.0,1.0,1.0,tie,instability|convergence_speed|learning_rate|overdamped_convergence|underdamped_convergence|steepest_descent_learning,6,100%,Extended Abstract,Remember
403,5.0,2.5,3.0,2.5,2.0,1,instability|convergence_speed|learning_rate|overdamped_convergence|underdamped_convergence|steepest_descent_learning,6,100%,Extended Abstract,Remember
404,5.0,1.5,2.0,3.5,3.0,1,instability|convergence_speed|learning_rate|overdamped_convergence|underdamped_convergence|steepest_descent_learning,6,100%,Extended Abstract,Understand
405,5.0,4.0,3.5,1.0,1.5,0,instability|convergence_speed|learning_rate|overdamped_convergence|underdamped_convergence|steepest_descent_learning,6,100%,Extended Abstract,Remember
406,5.0,2.5,3.0,2.5,2.0,1,instability|convergence_speed|learning_rate|overdamped_convergence|underdamped_convergence|steepest_descent_learning,6,100%,Extended Abstract,Understand
407,5.0,3.0,4.0,2.0,1.0,1,instability|convergence_speed|learning_rate|overdamped_convergence|underdamped_convergence|steepest_descent_learning,6,100%,Extended Abstract,Understand
408,5.0,4.0,4.5,1.0,0.5,1,instability|convergence_speed|learning_rate|overdamped_convergence|underdamped_convergence|steepest_descent_learning,6,100%,Extended Abstract,Remember
409,5.0,3.0,4.0,2.0,1.0,1,instability|convergence_speed|learning_rate|overdamped_convergence|underdamped_convergence|steepest_descent_learning,6,100%,Extended Abstract,Understand
410,5.0,3.0,3.5,2.0,1.5,1,instability|convergence_speed|learning_rate|overdamped_convergence|underdamped_convergence|steepest_descent_learning,6,100%,Extended Abstract,Understand
411,5.0,3.0,3.5,2.0,1.5,1,instability|convergence_speed|learning_rate|overdamped_convergence|steepest_descent_learning,5,83%,Relational,Remember
412,5.0,2.5,3.0,2.5,2.0,1,instability|convergence_speed|learning_rate|overdamped_convergence|underdamped_convergence|steepest_descent_learning,6,100%,Extended Abstract,Remember
413,5.0,3.5,3.0,1.5,2.0,0,instability|convergence_speed|learning_rate|overdamped_convergence|underdamped_convergence|steepest_descent_learning,6,100%,Extended Abstract,Remember
414,5.0,3.5,3.0,1.5,2.0,0,instability|convergence_speed|learning_rate|overdamped_convergence|underdamped_convergence|steepest_descent_learning,6,100%,Extended Abstract,Understand
415,5.0,3.0,3.0,2.0,2.0,tie,instability|convergence_speed|learning_rate|overdamped_convergence|underdamped_convergence|steepest_descent_learning,6,100%,Extended Abstract,Understand
416,5.0,3.5,3.5,1.5,1.5,tie,instability|convergence_speed|learning_rate|overdamped_convergence|underdamped_convergence|steepest_descent_learning,6,100%,Extended Abstract,Analyze
417,5.0,4.0,4.0,1.0,1.0,tie,instability|convergence_speed|learning_rate|overdamped_convergence|steepest_descent_learning,5,83%,Relational,Analyze
418,5.0,5.0,4.5,0.0,0.5,0,free_running_state|visible_layer|hidden_layer|reduced_boltzmann_machine|activation_probability|state_flipping|clamped_state|binary_neurons,8,89%,Extended Abstract,Remember
419,5.0,4.0,4.0,1.0,1.0,tie,free_running_state|visible_layer|hidden_layer|reduced_boltzmann_machine|state_flipping|activation_probability|clamped_state|binary_neurons,8,89%,Extended Abstract,Remember
420,0.0,0.0,0.0,0.0,0.0,tie,,0,0%,Prestructural,Remember
421,5.0,1.0,3.0,4.0,2.0,1,free_running_state|visible_layer|hidden_layer|reduced_boltzmann_machine|activation_probability|bi_parted_graph,6,67%,Relational,Remember
422,5.0,2.5,3.0,2.5,2.0,1,free_running_state|visible_layer|hidden_layer|reduced_boltzmann_machine|state_flipping|clamped_state,6,67%,Relational,Remember
423,0.0,1.0,1.5,1.0,1.5,0,hidden_layer|free_running_state|visible_layer|binary_neurons,4,44%,Multistructural,Remember
424,5.0,1.5,3.5,3.5,1.5,1,free_running_state|visible_layer|hidden_layer|reduced_boltzmann_machine|activation_probability|state_flipping|clamped_state|binary_neurons,8,89%,Extended Abstract,Remember
425,5.0,2.0,4.0,3.0,1.0,1,free_running_state|visible_layer|hidden_layer|reduced_boltzmann_machine|activation_probability|state_flipping|bi_parted_graph|clamped_state|binary_neurons,9,100%,Extended Abstract,Remember
426,2.5,1.0,3.5,1.5,1.0,1,free_running_state|visible_layer|hidden_layer|reduced_boltzmann_machine|state_flipping|clamped_state|binary_neurons,7,78%,Relational,Remember
427,0.0,0.0,0.0,0.0,0.0,tie,,0,0%,Prestructural,Remember
428,0.0,0.5,1.5,0.5,1.5,0,visible_layer|hidden_layer|clamped_state|binary_neurons,4,44%,Multistructural,Remember
429,2.5,2.0,2.5,0.5,0.0,1,reduced_boltzmann_machine|state_flipping|free_running_state|clamped_state|binary_neurons,5,56%,Multistructural,Remember
430,2.5,1.0,1.0,1.5,1.5,tie,free_running_state|visible_layer|hidden_layer|reduced_boltzmann_machine|clamped_state|binary_neurons,6,67%,Relational,Analyze
431,2.5,1.5,2.0,1.0,0.5,1,hidden_layer|reduced_boltzmann_machine|free_running_state|visible_layer|clamped_state,5,56%,Multistructural,Analyze
432,0.0,0.0,0.0,0.0,0.0,tie,,0,0%,Prestructural,Remember
433,0.0,0.0,0.0,0.0,0.0,tie,,0,0%,Prestructural,Remember
434,5.0,3.0,3.5,2.0,1.5,1,free_running_state|visible_layer|hidden_layer|reduced_boltzmann_machine|state_flipping|clamped_state|binary_neurons,7,78%,Relational,Remember
435,0.0,0.0,0.0,0.0,0.0,tie,,0,0%,Prestructural,Remember
436,2.5,1.0,2.5,1.5,0.0,1,reduced_boltzmann_machine|state_flipping|free_running_state|clamped_state|binary_neurons,5,56%,Multistructural,Remember
437,5.0,3.5,4.5,1.5,0.5,1,free_running_state|visible_layer|hidden_layer|reduced_boltzmann_machine|activation_probability|state_flipping|bi_parted_graph|clamped_state|binary_neurons,9,100%,Extended Abstract,Remember
438,5.0,4.0,4.5,1.0,0.5,1,free_running_state|visible_layer|hidden_layer|reduced_boltzmann_machine|activation_probability|state_flipping|clamped_state|binary_neurons,8,89%,Extended Abstract,Remember
439,2.5,1.0,1.5,1.5,1.0,1,reduced_boltzmann_machine|state_flipping|free_running_state|clamped_state,4,44%,Multistructural,Remember
440,2.5,2.5,3.5,0.0,1.0,0,free_running_state|visible_layer|hidden_layer|reduced_boltzmann_machine|state_flipping|activation_probability|clamped_state|binary_neurons,8,89%,Extended Abstract,Remember
441,0.0,0.5,0.5,0.5,0.5,tie,,0,0%,Prestructural,Understand
442,2.5,2.0,2.5,0.5,0.0,1,reduced_boltzmann_machine|state_flipping|activation_probability|free_running_state|clamped_state,5,56%,Multistructural,Remember
443,2.5,2.0,2.0,0.5,0.5,tie,free_running_state|visible_layer|hidden_layer|reduced_boltzmann_machine|state_flipping|clamped_state|binary_neurons,7,78%,Relational,Remember
444,2.5,3.5,3.5,1.0,1.0,tie,free_running_state|visible_layer|hidden_layer|reduced_boltzmann_machine|state_flipping|clamped_state|binary_neurons,7,78%,Relational,Remember
445,2.5,1.0,2.5,1.5,0.0,1,free_running_state|visible_layer|hidden_layer|reduced_boltzmann_machine|clamped_state|binary_neurons,6,67%,Relational,Remember
446,2.5,1.0,3.0,1.5,0.5,1,free_running_state|visible_layer|hidden_layer|reduced_boltzmann_machine|state_flipping|activation_probability|clamped_state|binary_neurons,8,89%,Extended Abstract,Remember
447,2.5,1.0,3.0,1.5,0.5,1,free_running_state|visible_layer|hidden_layer|reduced_boltzmann_machine|activation_probability|state_flipping|clamped_state,7,78%,Relational,Remember
448,2.5,1.0,2.0,1.5,0.5,1,free_running_state|visible_layer|hidden_layer|reduced_boltzmann_machine|bi_parted_graph,5,56%,Multistructural,Understand
449,0.0,1.0,1.0,1.0,1.0,tie,free_running_state|reduced_boltzmann_machine|state_flipping|activation_probability|clamped_state|binary_neurons,6,67%,Relational,Remember
450,0.0,1.0,1.0,1.0,1.0,tie,free_running_state|visible_layer|reduced_boltzmann_machine|state_flipping|activation_probability|clamped_state|binary_neurons,7,78%,Relational,Remember
451,0.0,0.0,0.0,0.0,0.0,tie,,0,0%,Prestructural,Remember
452,0.0,0.0,0.5,0.0,0.5,0,visible_layer|reduced_boltzmann_machine|hidden_layer,3,33%,Multistructural,Remember
453,0.0,0.0,0.0,0.0,0.0,tie,,0,0%,Prestructural,Remember
454,2.5,2.0,3.0,0.5,0.5,tie,free_running_state|visible_layer|hidden_layer|reduced_boltzmann_machine|state_flipping|clamped_state|binary_neurons,7,78%,Relational,Understand
455,5.0,3.5,4.0,1.5,1.0,1,free_running_state|visible_layer|hidden_layer|reduced_boltzmann_machine|state_flipping|bi_parted_graph|clamped_state|binary_neurons,8,89%,Extended Abstract,Remember
456,5.0,5.0,5.0,0.0,0.0,tie,feedforward_neural_network|dynamic_systems_approximation|cyclic_connection|output_layer_weights|echo_state_network|recurrent_neural_network,6,100%,Extended Abstract,Remember
457,5.0,4.5,4.0,0.5,1.0,0,feedforward_neural_network|cyclic_connection|output_layer_weights|echo_state_network|recurrent_neural_network,5,83%,Relational,Analyze
458,5.0,4.0,4.0,1.0,1.0,tie,feedforward_neural_network|cyclic_connection|output_layer_weights|echo_state_network|recurrent_neural_network,5,83%,Relational,Remember
459,5.0,3.5,2.5,1.5,2.5,0,feedforward_neural_network|dynamic_systems_approximation|echo_state_network|output_layer_weights|recurrent_neural_network,5,83%,Relational,Remember
460,5.0,4.0,4.0,1.0,1.0,tie,feedforward_neural_network|cyclic_connection|output_layer_weights|echo_state_network|recurrent_neural_network,5,83%,Relational,Remember
461,5.0,3.5,5.0,1.5,0.0,1,feedforward_neural_network|dynamic_systems_approximation|cyclic_connection|output_layer_weights|echo_state_network|recurrent_neural_network,6,100%,Extended Abstract,Analyze
462,5.0,3.5,4.0,1.5,1.0,1,feedforward_neural_network|cyclic_connection|output_layer_weights|echo_state_network|recurrent_neural_network,5,83%,Relational,Analyze
463,5.0,4.0,4.0,1.0,1.0,tie,feedforward_neural_network|dynamic_systems_approximation|output_layer_weights|echo_state_network|recurrent_neural_network,5,83%,Relational,Remember
464,5.0,4.0,4.0,1.0,1.0,tie,feedforward_neural_network|cyclic_connection|output_layer_weights|echo_state_network|recurrent_neural_network,5,83%,Relational,Remember
465,5.0,4.0,5.0,1.0,0.0,1,feedforward_neural_network|dynamic_systems_approximation|cyclic_connection|output_layer_weights|echo_state_network|recurrent_neural_network,6,100%,Extended Abstract,Analyze
466,5.0,3.5,4.0,1.5,1.0,1,feedforward_neural_network|echo_state_network|cyclic_connection|output_layer_weights|recurrent_neural_network,5,83%,Relational,Remember
467,2.5,3.0,3.0,0.5,0.5,tie,feedforward_neural_network|dynamic_systems_approximation|cyclic_connection|output_layer_weights|echo_state_network|recurrent_neural_network,6,100%,Extended Abstract,Remember
468,2.5,3.5,3.0,1.0,0.5,1,feedforward_neural_network|cyclic_connection|output_layer_weights|echo_state_network|recurrent_neural_network,5,83%,Relational,Analyze
469,5.0,3.0,4.5,2.0,0.5,1,feedforward_neural_network|dynamic_systems_approximation|cyclic_connection|output_layer_weights|echo_state_network|recurrent_neural_network,6,100%,Extended Abstract,Remember
470,2.5,3.0,3.0,0.5,0.5,tie,feedforward_neural_network|output_layer_weights|echo_state_network|recurrent_neural_network,4,67%,Relational,Analyze
471,5.0,3.5,2.5,1.5,2.5,0,feedforward_neural_network|cyclic_connection|output_layer_weights|echo_state_network|recurrent_neural_network,5,83%,Relational,Remember
472,5.0,3.0,3.5,2.0,1.5,1,feedforward_neural_network|dynamic_systems_approximation|output_layer_weights|echo_state_network|recurrent_neural_network,5,83%,Relational,Remember
473,2.5,2.0,2.5,0.5,0.0,1,feedforward_neural_network|cyclic_connection|output_layer_weights|echo_state_network|recurrent_neural_network,5,83%,Relational,Remember
474,2.5,3.0,3.5,0.5,1.0,0,feedforward_neural_network|dynamic_systems_approximation|cyclic_connection|output_layer_weights|echo_state_network|recurrent_neural_network,6,100%,Extended Abstract,Understand
475,5.0,4.0,5.0,1.0,0.0,1,feedforward_neural_network|dynamic_systems_approximation|cyclic_connection|output_layer_weights|echo_state_network|recurrent_neural_network,6,100%,Extended Abstract,Remember
476,5.0,4.5,4.0,0.5,1.0,0,feedforward_neural_network|cyclic_connection|output_layer_weights|echo_state_network|recurrent_neural_network,5,83%,Relational,Remember
477,2.5,3.5,3.5,1.0,1.0,tie,feedforward_neural_network|cyclic_connection|output_layer_weights|echo_state_network|recurrent_neural_network,5,83%,Relational,Understand
478,2.5,2.5,3.0,0.0,0.5,0,feedforward_neural_network|dynamic_systems_approximation|output_layer_weights|echo_state_network|recurrent_neural_network,5,83%,Relational,Remember
479,2.5,2.0,1.0,0.5,1.5,0,feedforward_neural_network|echo_state_network|output_layer_weights|recurrent_neural_network,4,67%,Relational,Analyze
480,5.0,4.5,4.5,0.5,0.5,tie,feedforward_neural_network|dynamic_systems_approximation|cyclic_connection|output_layer_weights|echo_state_network|recurrent_neural_network,6,100%,Extended Abstract,Remember
481,2.5,1.5,2.0,1.0,0.5,1,feedforward_neural_network|dynamic_systems_approximation|echo_state_network|cyclic_connection|output_layer_weights|recurrent_neural_network,6,100%,Extended Abstract,Remember
482,5.0,3.5,4.5,1.5,0.5,1,feedforward_neural_network|dynamic_systems_approximation|cyclic_connection|output_layer_weights|echo_state_network|recurrent_neural_network,6,100%,Extended Abstract,Remember
483,2.5,4.5,4.0,2.0,1.5,1,feedforward_neural_network|output_layer_weights|echo_state_network|recurrent_neural_network,4,67%,Relational,Remember
484,2.5,4.5,5.0,2.0,2.5,0,feedforward_neural_network|dynamic_systems_approximation|cyclic_connection|output_layer_weights|echo_state_network|recurrent_neural_network,6,100%,Extended Abstract,Understand
485,2.5,3.5,4.0,1.0,1.5,0,feedforward_neural_network|cyclic_connection|output_layer_weights|echo_state_network|recurrent_neural_network,5,83%,Relational,Remember
486,2.5,4.5,5.0,2.0,2.5,0,feedforward_neural_network|dynamic_systems_approximation|cyclic_connection|output_layer_weights|echo_state_network|recurrent_neural_network,6,100%,Extended Abstract,Understand
487,2.5,3.0,4.0,0.5,1.5,0,feedforward_neural_network|dynamic_systems_approximation|cyclic_connection|output_layer_weights|echo_state_network|recurrent_neural_network,6,100%,Extended Abstract,Remember
488,0.0,1.0,1.5,1.0,1.5,0,feedforward_neural_network|cyclic_connection|output_layer_weights|echo_state_network|recurrent_neural_network,5,83%,Relational,Remember
489,2.5,3.0,4.0,0.5,1.5,0,feedforward_neural_network|dynamic_systems_approximation|echo_state_network|cyclic_connection|recurrent_neural_network,5,83%,Relational,Remember
490,0.0,3.0,3.5,3.0,3.5,0,feedforward_neural_network|cyclic_connection|output_layer_weights|echo_state_network|recurrent_neural_network,5,83%,Relational,Remember
491,5.0,4.5,4.5,0.5,0.5,tie,feedforward_neural_network|dynamic_systems_approximation|output_layer_weights|echo_state_network|recurrent_neural_network,5,83%,Relational,Understand
492,5.0,3.5,3.5,1.5,1.5,tie,feedforward_neural_network|output_layer_weights|echo_state_network|recurrent_neural_network,4,67%,Relational,Remember
493,0.0,0.0,0.0,0.0,0.0,tie,,0,0%,Prestructural,Remember
494,5.0,5.0,5.0,0.0,0.0,tie,average_pooling|softmax_layer|pooling_layer|kernel|convolutional_layer|max_pooling|convolutional_neural_network|relu_activation|input_image|fully_connected_layer|activation_layer,11,100%,Extended Abstract,Remember
495,5.0,3.5,4.0,1.5,1.0,1,average_pooling|softmax_layer|pooling_layer|convolutional_layer|kernel|max_pooling|convolutional_neural_network|relu_activation|input_image|fully_connected_layer|activation_layer,11,100%,Extended Abstract,Remember
496,2.5,0.5,2.5,2.0,0.0,1,softmax_layer|pooling_layer|kernel|convolutional_layer|convolutional_neural_network|input_image|fully_connected_layer|activation_layer,8,73%,Relational,Understand
497,5.0,4.5,5.0,0.5,0.0,1,average_pooling|softmax_layer|pooling_layer|kernel|convolutional_layer|max_pooling|convolutional_neural_network|relu_activation|input_image|fully_connected_layer|activation_layer,11,100%,Extended Abstract,Remember
498,2.5,2.5,2.0,0.0,0.5,0,average_pooling|pooling_layer|kernel|convolutional_layer|max_pooling|convolutional_neural_network|relu_activation|input_image|activation_layer,9,82%,Relational,Remember
499,5.0,4.0,5.0,1.0,0.0,1,kernel|convolutional_layer|max_pooling|convolutional_neural_network|relu_activation|input_image|fully_connected_layer|activation_layer|average_pooling|softmax_layer|pooling_layer,11,100%,Extended Abstract,Remember
500,2.5,2.0,3.0,0.5,0.5,tie,softmax_layer|pooling_layer|convolutional_layer|convolutional_neural_network|input_image|fully_connected_layer|activation_layer,7,64%,Relational,Analyze
501,5.0,2.5,4.5,2.5,0.5,1,average_pooling|softmax_layer|pooling_layer|kernel|convolutional_layer|max_pooling|convolutional_neural_network|input_image|fully_connected_layer|activation_layer,10,91%,Extended Abstract,Remember
502,2.5,2.5,4.0,0.0,1.5,0,average_pooling|softmax_layer|pooling_layer|convolutional_layer|kernel|max_pooling|convolutional_neural_network|input_image|fully_connected_layer|activation_layer,10,91%,Extended Abstract,Remember
503,2.5,1.0,2.5,1.5,0.0,1,average_pooling|softmax_layer|pooling_layer|convolutional_layer|max_pooling|convolutional_neural_network|input_image|fully_connected_layer|activation_layer,9,82%,Relational,Analyze
504,2.5,1.0,2.5,1.5,0.0,1,softmax_layer|pooling_layer|convolutional_layer|convolutional_neural_network|fully_connected_layer|activation_layer,6,55%,Multistructural,Remember
505,2.5,1.5,3.0,1.0,0.5,1,average_pooling|softmax_layer|pooling_layer|convolutional_layer|kernel|max_pooling|convolutional_neural_network|input_image|fully_connected_layer|activation_layer,10,91%,Extended Abstract,Remember
506,2.5,1.5,3.0,1.0,0.5,1,average_pooling|pooling_layer|kernel|convolutional_layer|max_pooling|convolutional_neural_network|input_image|fully_connected_layer|activation_layer,9,82%,Relational,Remember
507,0.0,0.5,1.0,0.5,1.0,0,convolutional_neural_network|kernel|fully_connected_layer|relu_activation,4,36%,Multistructural,Remember
508,2.5,3.5,3.5,1.0,1.0,tie,average_pooling|softmax_layer|pooling_layer|convolutional_layer|kernel|max_pooling|convolutional_neural_network|input_image|fully_connected_layer|activation_layer,10,91%,Extended Abstract,Remember
509,2.5,1.5,3.5,1.0,1.0,tie,average_pooling|softmax_layer|pooling_layer|convolutional_layer|kernel|max_pooling|convolutional_neural_network|relu_activation|input_image|fully_connected_layer|activation_layer,11,100%,Extended Abstract,Remember
510,5.0,3.0,4.5,2.0,0.5,1,average_pooling|softmax_layer|pooling_layer|kernel|convolutional_layer|max_pooling|convolutional_neural_network|relu_activation|input_image|fully_connected_layer|activation_layer,11,100%,Extended Abstract,Remember
511,2.5,1.0,3.0,1.5,0.5,1,softmax_layer|pooling_layer|convolutional_layer|kernel|convolutional_neural_network|input_image|fully_connected_layer|activation_layer,8,73%,Relational,Remember
512,2.5,3.0,4.5,0.5,2.0,0,average_pooling|softmax_layer|pooling_layer|kernel|convolutional_layer|max_pooling|convolutional_neural_network|relu_activation|input_image|fully_connected_layer|activation_layer,11,100%,Extended Abstract,Remember
513,2.5,1.0,3.5,1.5,1.0,1,average_pooling|softmax_layer|pooling_layer|convolutional_layer|kernel|max_pooling|convolutional_neural_network|relu_activation|input_image|fully_connected_layer|activation_layer,11,100%,Extended Abstract,Remember
514,5.0,3.5,4.0,1.5,1.0,1,average_pooling|softmax_layer|pooling_layer|convolutional_layer|kernel|max_pooling|convolutional_neural_network|relu_activation|input_image|fully_connected_layer|activation_layer,11,100%,Extended Abstract,Remember
515,2.5,0.5,2.5,2.0,0.0,1,average_pooling|softmax_layer|pooling_layer|convolutional_layer|kernel|max_pooling|convolutional_neural_network|fully_connected_layer|activation_layer,9,82%,Relational,Remember
516,2.5,1.5,3.0,1.0,0.5,1,average_pooling|softmax_layer|pooling_layer|convolutional_layer|kernel|max_pooling|convolutional_neural_network|relu_activation|fully_connected_layer|activation_layer,10,91%,Extended Abstract,Remember
517,2.5,0.5,2.5,2.0,0.0,1,softmax_layer|pooling_layer|kernel|convolutional_layer|convolutional_neural_network|relu_activation|input_image|fully_connected_layer|activation_layer,9,82%,Relational,Remember
518,2.5,0.5,2.5,2.0,0.0,1,softmax_layer|pooling_layer|convolutional_layer|kernel|convolutional_neural_network|input_image|fully_connected_layer|activation_layer,8,73%,Relational,Remember
519,5.0,3.0,4.0,2.0,1.0,1,average_pooling|softmax_layer|pooling_layer|convolutional_layer|max_pooling|convolutional_neural_network|relu_activation|input_image|fully_connected_layer|activation_layer,10,91%,Extended Abstract,Remember
520,2.5,1.0,3.0,1.5,0.5,1,softmax_layer|pooling_layer|convolutional_layer|kernel|convolutional_neural_network|input_image|fully_connected_layer|activation_layer,8,73%,Relational,Remember
521,2.5,2.5,3.0,0.0,0.5,0,softmax_layer|pooling_layer|kernel|convolutional_layer|convolutional_neural_network|input_image|fully_connected_layer|activation_layer,8,73%,Relational,Remember
522,2.5,3.0,4.0,0.5,1.5,0,average_pooling|softmax_layer|pooling_layer|convolutional_layer|kernel|max_pooling|convolutional_neural_network|input_image|fully_connected_layer|activation_layer,10,91%,Extended Abstract,Remember
523,0.0,0.0,0.0,0.0,0.0,tie,,0,0%,Prestructural,Remember
524,5.0,3.0,5.0,2.0,0.0,1,kernel|convolutional_layer|max_pooling|convolutional_neural_network|relu_activation|input_image|fully_connected_layer|activation_layer|average_pooling|softmax_layer|pooling_layer,11,100%,Extended Abstract,Remember
525,2.5,2.0,2.5,0.5,0.0,1,kernel|convolutional_layer|convolutional_neural_network|input_image|fully_connected_layer,5,45%,Multistructural,Remember
526,2.5,3.5,4.0,1.0,1.5,0,average_pooling|softmax_layer|pooling_layer|kernel|convolutional_layer|max_pooling|convolutional_neural_network|input_image|fully_connected_layer|activation_layer,10,91%,Extended Abstract,Remember
527,5.0,3.0,3.0,2.0,2.0,tie,softmax_layer|pooling_layer|convolutional_layer|kernel|convolutional_neural_network|relu_activation|input_image|fully_connected_layer|activation_layer,9,82%,Relational,Analyze
